winery,mean_winery
Beringer,32.05555555555556
Berlucchi,62.0
Bernard Baudry,40.25
Bernard Defaix,31.0
Bernard Machado,30.0
Bernard Magrez,28.475
Bernard Remy,65.0
Bernard Reverdy et Fils,34.333333333333336
Bernard et Christophe Richel,15.5
Bernardis,40.0
Bernardus,38.01282051282051
Bernat,38.0
Bernhard Huber,71.33333333333333
Bernhard Ott,34.294117647058826
Bernier,12.333333333333334
Beronia,27.63157894736842
Berryessa Gap,22.09090909090909
Berryhill,22.0
Bersano,36.88
Bersi Serlini,41.0
Berta Franquet,39.0
Bertani,41.63636363636363
Bertrand Ambroise,41.0
Bertrand Jeannot et Fils,37.0
Bertrand-Delespierre,88.7
Besadien,19.0
Besitos,28.0
Besllum,39.0
Beso de Vino,11.333333333333334
Besombes Moc Baril,9.5
Bessa,28.0
Besserat de Bellefon,93.5
Bestheim,38.25
Bethany Vineyard,22.333333333333332
Bethel Heights,42.0
Better Half,59.0
Betwixt,30.333333333333332
Betz Family,53.38775510204081
Bevela,39.0
Bewitched,29.0
Bex,16.0
Beyerskloof,21.0
Bialla,106.5
Bianca Vigna,20.4
BiancaVigna,24.666666666666668
Bianchi,22.1875
Biasotto,28.0
Bibbiano,29.11111111111111
Bibi Graetz,35.25
Bibich,26.75
Biecher & Schaal,34.5
Bieler Family,15.0
Bieler Père et Fils,18.5
Bien Nacido,46.0
Big Ass,24.666666666666668
Big Basin,43.19512195121951
Big DeVine,19.0
Big Guy,30.0
Big House,17.181818181818183
Big Sky,30.0
Big Smooth,21.5
Big Table Farm,32.6875
Big Vine,23.0
Bigi,16.363636363636363
Bigvine,25.0
Billecart-Salmon,110.22222222222223
Billhook,25.5
Billsboro,20.88888888888889
Biltmore Estate,36.63636363636363
Bilton,39.0
Bin 36,32.0
Bindella,33.6
Bindi Sergardi,30.636363636363637
Bink,31.09090909090909
Binomio,31.0
Binyamina,25.3
Binz,19.0
Biokult,19.5
Biondi,35.875
Biondi Santi,68.66666666666667
Bird,27.2
Bird in Hand,25.0
Birdland,25.0
Birichino,24.666666666666668
Biscaye Baie,15.0
Bisceglia,35.111111111111114
Bischöfliche Weingüter Trier,27.5
Bishop Creek Cellars,46.0
Bishop's Peak,23.923076923076923
Bisol,34.0
Bitner,25.666666666666668
Bitácora,9.0
Biutiful,29.833333333333332
Bivio,18.0
Bizoe,38.0
Bjorn,74.0
Bjornstad,50.05263157894737
Björnson,25.8
Black & White,31.0
Black Bart,66.0
"Black Bear, Red Chair",19.0
Black Box,20.52
Black Cabra,12.666666666666666
Black Cat,50.0
Black Cordon,53.0
Black Cottage,21.0
Black Coyote,82.5
Black Elephant,16.0
Black Hills,37.857142857142854
Black Ink,11.0
Black Kite,48.35897435897436
Black Magnolia,24.0
Black Opal,18.0
Black Pearl,28.5
Black Ridge,44.36363636363637
Black Rock,36.0
Black Saint Peter,20.0
Black Sheep,18.5
Black Stallion,32.46808510638298
Black Star Farms,20.833333333333332
Black Swan,14.0
Black's Station,17.0
BlackCap,57.666666666666664
Blackbird Vineyards,50.8421052631579
Blackburn Wine Company,15.0
Blackett,65.33333333333333
Blackjack,55.8
Blacksmith,21.833333333333332
Blackstone,26.25
Bladen,24.0
Blair,36.0
Blair Fox,47.25
Blakeslee,37.888888888888886
Blanc de Bleu,32.5
Blanchard & Lurton,23.0
Blanchard Family,26.0
Blanco Nieva,24.09090909090909
Blandy's,189.0
Blanville,22.333333333333332
Blason,16.0
Bleasdale,22.714285714285715
Blessing,44.0
Blindfold,26.0
Bliss,17.75
Block 50,19.0
Block 88,22.0
Block Nine,17.0
Block Wines,35.6
Blocks,28.0
Blondie,24.0
Bloomer Creek,28.413793103448278
Bloomfield,21.333333333333332
Blue Cove,18.333333333333332
Blue Farm,50.53846153846154
Blue Fish,18.666666666666668
Blue Hawk,18.0
Blue Moon,19.0
Blue Nomad,19.0
Blue Oak,42.0
Blue Oasis,41.5
Blue Pirate,19.0
Blue Plate,20.0
Blue Pyrenees,36.5
Blue Reef,9.0
Blue Rock,47.375
Blue Teal,15.333333333333334
Blue Tongue,15.0
Blue Valley,20.833333333333332
Bluenose,26.5
Bluestone,20.166666666666668
Blustone,25.666666666666668
Blümel,20.0
Board Track Racer,23.857142857142858
Boas Quintas,24.928571428571427
Boasso,38.666666666666664
Boatique,30.0
Bocage,17.0
Bocale,24.0
Boccantino,11.0
Bocelli,32.0
Bock,47.0
Bocopa,13.65
Bodega Aconquija,27.5
Bodega Atamisque,12.333333333333334
Bodega Beleluin,17.0
Bodega Belgrano,20.0
Bodega Calle,20.0
Bodega Carmen Rodríguez,31.666666666666668
Bodega Carmine Granata,15.916666666666666
Bodega Catena Zapata,39.888888888888886
Bodega Chacra,25.428571428571427
Bodega Classica,19.5
Bodega Cuarto Dominio,24.4375
Bodega Don Bosco,10.5
Bodega El Transito,12.25
Bodega Elena de Mendoza,15.0
Bodega Familia Barberis,29.0
Bodega Furlotti,32.0
Bodega Goulart,22.375
Bodega La Serrana,21.0
Bodega Las Cañitas,32.0
Bodega Margot,20.0
Bodega Melgarajo,15.5
Bodega Merced del Estero,24.0
Bodega NQN,17.22222222222222
Bodega Noemía de Patagonia,35.166666666666664
Bodega Norton,21.166666666666668
Bodega Otto Bestué,19.454545454545453
Bodega Patritti,26.0
Bodega Poesia,23.0
Bodega Privada,11.0
Bodega Rancho,34.0
Bodega Renacer,22.352941176470587
Bodega Rolland,29.25
Bodega San Pedro Apóstol,11.0
Bodega San Pedro Regalado,32.5
Bodega Tacuil,42.142857142857146
Bodega Tintoralba,7.0
Bodega Toneles,22.666666666666668
Bodega Trenza,45.0
Bodega Virgen de la Sierra,10.0
Bodega Vistandes,19.0
Bodega Volcanes de Chile,23.785714285714285
Bodega Zafado,11.5
Bodega de Edgar,31.0
Bodega del Fin del Mundo,30.8
Bodega del Sur,31.0
Bodegas 1898,18.833333333333332
Bodegas Abanico,26.666666666666668
Bodegas Adriá,19.0
Bodegas Agapito Rico,20.0
Bodegas Agustín Cubero,15.0
Bodegas Alanís,19.0
Bodegas Alconde,34.333333333333336
Bodegas Alejandro Fernandez,40.0
Bodegas Aletta,12.0
Bodegas Aquitania,19.25
Bodegas Aragonesas,13.4375
Bodegas Aresan,21.0
Bodegas Artazu,17.0
Bodegas Ateca,19.0
Bodegas Añadas,26.0
Bodegas Barriosa,23.0
Bodegas Barón,36.0
Bodegas Berceo,24.75
Bodegas Bilbainas,25.466666666666665
Bodegas Bleda,22.8
Bodegas Breton,51.0
Bodegas Campante,15.4
Bodegas Campiña,21.0
Bodegas Carballal,16.333333333333332
Bodegas Carchelo,22.6
Bodegas Caro,34.142857142857146
Bodegas Carrau,16.0
Bodegas Cerrosol,17.0
Bodegas Concavins,19.0
Bodegas Copaboca,11.0
Bodegas Corellanas,13.5
Bodegas Corral,36.0
Bodegas Cristo de la Vega,12.666666666666666
Bodegas Dios Baco S.L.,42.416666666666664
Bodegas Docampo,24.0
Bodegas Eguren,14.833333333333334
Bodegas Eidosela,22.0
Bodegas El Porvenir De Los Andes,23.0
Bodegas Escorihuela,16.75
Bodegas Escudero,16.333333333333332
Bodegas Fabre,24.333333333333332
Bodegas Fariña,20.0
Bodegas Faustino,22.166666666666668
Bodegas Fontana,15.75
Bodegas Franco-Españolas,23.7
Bodegas Fuentespina,52.833333333333336
Bodegas Garci Grande,21.0
Bodegas Gutiérrez de la Vega,32.833333333333336
Bodegas Hidalgo,38.6
Bodegas Hispano Suizas,34.5
Bodegas Hnos. Pérez Pascuas,29.333333333333332
Bodegas Imperiales,43.5
Bodegas Iranzo,15.8
Bodegas Isidro Milagro,10.0
Bodegas Julián Chivite,33.18181818181818
Bodegas La Cartuja,20.0
Bodegas La Horra,53.5
Bodegas Landaluce,35.833333333333336
Bodegas Langa,16.6
Bodegas Leda,46.2
Bodegas Leza García,27.0
Bodegas Lomablanca,8.0
Bodegas Los Llanos,18.5
Bodegas Lozano,17.0
Bodegas Luis Gurpegui Muga,14.5
Bodegas Luzón,14.944444444444445
Bodegas M,23.666666666666668
Bodegas Manutara,16.0
Bodegas Martinez Corta,12.5
Bodegas Medina,16.5
Bodegas Medrano Irazu,39.0
Bodegas Monte La Reina,17.0
Bodegas Muriel,27.82608695652174
Bodegas Murtia,23.333333333333332
Bodegas Mähler-Besse,26.333333333333332
Bodegas Navarro López,16.41176470588235
Bodegas Núñez,16.666666666666668
Bodegas Olarra,29.1
Bodegas Ondalan,22.5
Bodegas Ondarre,18.0
Bodegas Ontañón,17.46153846153846
Bodegas Orusco,11.0
Bodegas Palacio,34.42307692307692
Bodegas Paniza,12.882352941176471
Bodegas Paso Robles,35.0
Bodegas Perica,27.0
Bodegas Peñafiel,25.416666666666668
Bodegas Piedemonte,29.0
Bodegas Pirineos,16.0
Bodegas Qumrán,40.0
Bodegas Rafael Cambra,23.666666666666668
Bodegas Ramon Ramos,24.0
Bodegas Real,17.0
Bodegas Reyes,24.666666666666668
Bodegas Ribón,28.0
Bodegas Riojanas,30.666666666666668
Bodegas Riolanc,17.5
Bodegas Roda,50.0
Bodegas San Isidro,21.2
Bodegas San Martín,12.0
Bodegas San Prudencio,30.0
Bodegas San Valero,14.583333333333334
Bodegas Silvano Garcia,19.4
Bodegas Soledad,15.0
Bodegas Tarima,17.0
Bodegas Tempore,19.0
Bodegas Tintoralba,8.5
Bodegas Tobía,24.454545454545453
"Bodegas Toro Albala, SL",45.333333333333336
Bodegas Torreduero,18.0
Bodegas Ugalde,25.0
Bodegas Valdemar,24.557692307692307
Bodegas Vegalfaro,16.5
Bodegas Vidal Soblechero,21.0
Bodegas Vinos de León,16.0
Bodegas Virgen del Águila,27.125
Bodegas Yuste,39.0
Bodegas Zugober,25.5
Bodegas del Mundo,4.333333333333333
Bodegas del Muni,25.0
Bodegas del Paramo,31.0
Bodegas la Aldea,12.0
Bodegas la Casa de Lúcolo,11.0
Bodegas y Vinedos del Jalón,18.0
Bodegas y Vinos de Lécera,16.0
Bodegas y Viñedos Noe,12.5
Bodegas y Viñedos Rauda,43.0
Bodegas y Viñedos Tábula,33.8
Bodini,14.0
Bodkin,26.125
Boeckel,28.977272727272727
Boedecker Cellars,39.42857142857143
Boeger,22.486486486486488
Boekenhoutskloof,34.785714285714285
Boekenoogen,36.51428571428571
Boeschen Vineyards,64.0
Boete,37.0
Boffa,41.0
Bogati,21.75
Bogle,17.11111111111111
Boheme,45.142857142857146
Bohigas,25.714285714285715
Boizel,84.4
Bokisch,33.5
Bolen,64.0
Bolla,22.5
Bollig-Lehnert,21.46153846153846
Bollinger,149.33333333333334
Bollini,19.666666666666668
Bolney Wine Estate,42.0
Bolsignano,80.0
Bomb,45.0
Bon Cap,17.2
Bon Coeur,68.33333333333333
Bon Niche,40.875
BonAnno,24.0
Bonacchi,31.84
Bonaccorsi,53.0
Bonair,26.0
Bonal,15.0
Bonavita,26.0
Boneshaker,25.0
Bonfiglio,20.5
Bonneau,32.8
Bonnet-Huteau,22.5
Bonny Doon,33.41935483870968
Bonotto delle Tezze,24.125
Bonpas,16.0
Bonterra,22.408163265306122
Bontzu,24.857142857142858
BookCliff,17.0
Bookster,27.0
Bookwalter,43.333333333333336
Boomtown,19.695652173913043
Bootleg,35.0
Bootstrap,13.666666666666666
Borges,21.105263157894736
Borgo Conventi,26.666666666666668
Borgo Magredo,25.333333333333332
Borgo Maragliano,28.416666666666668
Borgo Salcetino,27.0
Borgo San Daniele,28.25
Borgo San Leo,27.0
Borgo Scopeto,41.09090909090909
Borgo del Tiglio,42.333333333333336
Borgo di Colloredo,24.454545454545453
Borgogno,86.71428571428571
Borgogno F.lli Serio e Battista,40.86666666666667
Borgogno Giacomo e Figli,77.5
Borgognot,37.0
Borgoluce,36.25
Borjón,29.923076923076923
Borne,24.0
Boroli,48.25
Borra,27.666666666666668
Borrellie,21.666666666666668
Borsao,15.393939393939394
Bortolin,44.833333333333336
Bortolin Angelo,25.666666666666668
Bortolomiol,33.266666666666666
Bortolotti,36.23076923076923
Bortoluzzi,25.25
Bortomiol,19.0
Boscarelli,38.54545454545455
Boschendal,30.375
Boschkloof,31.0
Bosco Nestore,15.0
Bosco del Merlo,18.0
Bosio,29.333333333333332
Bosman Family Vineyards,44.5
Bosque De Matasnos,47.0
Bossy Boots,11.0
Bostavan,14.714285714285714
Bota Box,18.680851063829788
Botalcura,18.75
Botanica,30.0
Botromagno,18.666666666666668
Bott Frères,32.09090909090909
Bottega,29.6
Bottega Vinai,21.0
Bottega Vinaia,21.5
Botter,24.22222222222222
Bouchaine,32.666666666666664
Bouchard Aîné & Fils,46.94117647058823
Bouchard Aîné et Fils,38.0
Bouchard Finlayson,32.09090909090909
Bouchard Père & Fils,51.41025641025641
Bouchié-Chatelier,41.0
Bouchié-Chatellier,24.0
Boude Baudin,95.0
Boudreaux Cellars,53.92307692307692
Bougetz,39.23076923076923
Bougrier,12.65
Bouké,23.5
Boundary Breaks,28.5
Bouquet,20.0
Bourassa Vineyards,36.333333333333336
Bourgeois Family,19.25
Boutari,25.7
Boutinot,14.25
Bouvet-Ladubay,32.0
Bouza,26.714285714285715
Bouza de Carril,15.0
Bovale,17.333333333333332
Bovin,22.8
Bowen Estate,44.0
Bowers Harbor,19.75
Bowman Cellars,20.0
Bowtie,16.5
Box O'Birds,23.0
Boxwood,20.727272727272727
Boyanci,53.0
Boyle MacDonald,20.666666666666668
Boëté,40.27272727272727
Bracamonte,27.0
Bracco,26.0
Bracco Bosca,17.0
Bradford Mountain,34.666666666666664
Bradgate,20.0
Bradley,15.333333333333334
Brady Cellars,24.333333333333332
Brady Family,69.0
Braida di Giacomo Bologna,27.2
Brampton,21.6
Brancaia,36.4
Brancher,30.5
Brancott,27.03846153846154
Brandborg,29.157894736842106
Brander,30.507246376811594
Brandini,61.0
Brandl,29.125
Brandlin,83.57142857142857
Brangero,44.0
Braschi,26.333333333333332
Brash Higgins,38.0
Brass Tacks,23.75
Brassfield,23.0
Bratanov,22.5
Bratcher,38.0
Bravante,63.0
Brave & Maiden,44.27272727272727
Braveheart,25.0
Bravium,29.846153846153847
Bray,22.5
Brazin,25.0
Brazin Cellars,25.0
Bread & Butter,17.0
Breathless,54.92307692307692
Breaux,30.75
Breca,14.0
Brecon Estate,35.9
Breggo,45.53846153846154
Brella,21.5
Bremerton,33.0
Brengman Brothers,21.666666666666668
Brennan,20.692307692307693
Bressan,56.0
Bressia,32.214285714285715
Bret Brothers,34.9375
Brewer-Clifton,53.142857142857146
Brezza,46.69565217391305
Brian Benson,43.125
Brian Carter Cellars,37.24193548387097
Bric Cenciurio,58.18181818181818
Bricco Maiolica,37.5
Bricco Mondalino,28.0
Bricco dei Guazzi,25.5
Briceland,25.666666666666668
Brick & Mortar,30.88888888888889
Brick House,41.285714285714285
Brick Road,37.0
Bride Valley Vineyard,52.666666666666664
Bridge Press,32.0
Bridgeview,25.076923076923077
Bridgeway,27.0
Bridgman,18.0
Bridlewood,23.57894736842105
Brigadoon,22.571428571428573
Brigaldara,53.6
Bright Angel WInes,33.666666666666664
Bright Angel Wines,32.0
Brilliant Mistake,58.0
Brimoncourt,106.25
Brimstone,27.0
Brion,90.5
Brittan Vineyards,49.857142857142854
Brjnda,25.0
Broadbent,39.625
Broadley,29.0
Broadside,18.77777777777778
Broadway Vineyards,33.36363636363637
Broc Cellars,29.0
Brocatelli Galli,28.0
Broccardo,33.5
Brochelle Vineyards,28.25
Brogan,62.333333333333336
Broglia,18.714285714285715
Broke Ass,10.0
Broken Clouds,19.0
Broken Earth,27.714285714285715
Brokenwood,32.53846153846154
Broll Mountain Vineyards,40.0
Broman,50.0
Brookdale Vineyards,79.0
Brooklyn Oenology,24.454545454545453
Brooklyn West,36.714285714285715
Brooklyn Winery,28.0
Brookman,68.0
Brooks,27.92
Brophy Clark,29.53846153846154
Brosseau,48.5
Brotherhood,17.181818181818183
Brotte,26.4
Brovia,74.81818181818181
Brown Estate,42.25
Browne Family Vineyards,28.475
Brownstone,19.0
Brugnano,23.0
Bruliam,35.333333333333336
Brunelli,57.54545454545455
Brunelli Martoccia,48.0
Bruni,20.666666666666668
Bruno Cormerais,28.0
Bruno Giacosa,59.666666666666664
Bruno Gobillard,95.5
Bruno Paillard,96.71428571428571
Bruno Rocca,54.0
Brunori,19.75
Brushstroke,19.0
Brutocao,27.78048780487805
Bryn Mawr Vineyards,27.0
Brys,32.833333333333336
Bryter,46.0
Bryx,23.0
Brüder Dr. Becker,26.0
Bründlmayer,38.03076923076923
Bucci,28.0
Buccia Nera,15.5
Buccio,19.0
Buchegger,26.0
Bucher,31.384615384615383
Buck Shack,28.25
Bucklin,42.0
Buddha Kat,19.0
Budeguer,27.0
Budimir,32.5
Budini,14.666666666666666
Budureasca,16.727272727272727
Buehler,28.423076923076923
Buena Vista,30.91025641025641
Bueyes,28.0
Buffalo Grove,9.333333333333334
Buffalo Ridge,20.0
Bugay,76.0
Buglioni,40.25
Buil & Giné,27.0
Buitenverwachting,21.75
Bula,21.333333333333332
Bulas,36.0
Bulgariana,21.785714285714285
Bulletin Place,15.142857142857142
Bully Hill,18.5
Bumgarner,40.0
Bump,30.5
Bunchgrass,34.642857142857146
Bunnell,37.142857142857146
Buoncristiani,52.5
Buondonno,30.0
Burbank Ranch,33.857142857142854
Burchino,22.0
Burgess,37.45454545454545
Burgo Viejo,20.818181818181817
Burgáns,21.0
Buried Cane,21.11111111111111
Burmester,72.4
Burnside Road,19.0
Burnt Bridge,30.727272727272727
Burrell School Vineyards,30.444444444444443
Burrowing Owl,33.86363636363637
Burt Street Cellars,22.666666666666668
Burton,34.0
Bush Bike,17.0
Butler Nephew & Co,52.0
Butterfield Station,9.75
Butterfly Kiss,11.333333333333334
Butternut,17.5
Butting Heads,79.0
Buttonwood,23.545454545454547
Buttonwood Farm,26.0
Buttonwood Grove,16.6
Buty,44.578947368421055
Buzzard Tree,11.0
Byington,27.833333333333332
Byrne,31.5
Byron,44.0
Byzantium,20.0
Bzikot Père et Fils,26.0
Bágoa do Miño,26.5
Béres,25.333333333333332
Bürgermeister Willi Schweinhardt,21.0
Büyülübağ,32.0
C R Graybehl,22.25
C Square,43.0
C&B;,20.0
C&T;,27.25
C'est Bon,29.0
C. Beck,53.42857142857143
C. Donatiello,54.0
C. Mondavi & Family,22.0
C. da Silva,26.571428571428573
C. von Nell-Breuning,32.55555555555556
C.G. di Arie,30.083333333333332
C.H. Berres,26.714285714285715
CARM,27.88235294117647
CC,23.0
CC Pachyderm,52.0
CE2V,36.0
CJ Pask,35.0
CK Mondavi,10.88888888888889
COS,34.55555555555556
CULT,36.0
CUTT,36.333333333333336
CVNE,31.024390243902438
Ca' Del Grevino,41.333333333333336
Ca' Lojera,22.666666666666668
Ca' Marcanda,37.666666666666664
Ca' Momi,21.945945945945947
Ca' Montini,26.0
Ca' Nova,31.5
Ca' Rugate,31.136363636363637
Ca' Viola,46.0
Ca' de Calle,28.0
Ca' de Lion Ghione,24.5
Ca' dei Zago,27.333333333333332
Ca' del Baio,33.77777777777778
Ca' del Bosco,68.53846153846153
Ca' del Solo,29.0
Ca' du Rabajà,42.5
Ca'Romè,76.10526315789474
Ca'Ronesca,17.0
Ca'Tullio,25.666666666666668
Caballero de la Cepa,16.0
Cabert,13.25
Cable Car,13.75
Cabot Vineyards,31.333333333333332
Cabreo,47.0
Caccia al Piano 1868,38.0
Cache Creek Vineyards,22.0
Cachette,18.5
Cadaretta,37.93939393939394
Cade,53.0
Cadence,46.72222222222222
Cadus,18.333333333333332
Caernarvon Cellars,49.0
Cafaggio,42.25
Café du Midi,10.857142857142858
Cagliero,67.0
Caiarossa,38.888888888888886
Cain,76.0
Cairdean Estate,44.666666666666664
Cairdeas,29.466666666666665
Cairnbrae,22.166666666666668
Caitec,20.0
Cakebread,43.916666666666664
CalNaturale,13.0
Cala de' Poeti,18.0
Calabretta,36.5
Calafia,55.0
Calama,14.5
Calamares,8.5
Calatrasi,17.25
Calavera,25.0
Calavera Wines,25.333333333333332
Calbello,74.0
Calcareous,35.03225806451613
Calcu,17.15625
Caldaro,24.714285714285715
Caldera,26.5
Calderona,36.0
Caldora Vini,19.333333333333332
Caldwell,71.0
Calendar Girl,18.0
Calera,44.255319148936174
Calheiros Cruz,31.333333333333332
Cali 351,59.333333333333336
Caliboro Estate,39.75
Calicaro,51.25
California Republic,15.0
California's Jewel,10.0
Caligiore,15.55
Calina,20.88888888888889
Calista,34.5
Calistoga Cellars,24.0
Caliterra,22.379310344827587
Calix,55.0
Caliza,47.0
Calla Lily,28.0
Callan,23.5
Callaway,30.0625
Callia,14.0625
Calliope,23.5
Calmel & Joseph,14.833333333333334
Calstar Cellars,26.5
Calvet,16.666666666666668
Calzo,14.0
Calços do Tanha,34.5
Camaraderie,34.69565217391305
Cambas,22.0
Camberley,37.6
Cambiata,31.666666666666668
Camboral,10.0
Cambria,31.90909090909091
Cambridge,23.5
Cambridge & Sunset,13.578947368421053
Cambridge California,17.25
Camel Valley,33.166666666666664
Camelot,16.666666666666668
Camerano,51.0
Cameron Hughes,24.04123711340206
Camiana,76.5
Camigliano,54.35
Camille Giroud,58.333333333333336
Camille Paquet,25.0
Camille Savès,95.5
Camina,9.0
Caminada,17.0
Caminhos Cruzados,18.4
Camino del Inca,30.666666666666668
Camlow,38.5
Camp,21.0
Campanile,22.0
Camparo,49.75
Campbells,43.0
Campellares,15.0
Campelo,9.666666666666666
Campesino,42.0
Campillo,41.25
Campo Alegre,40.0
Campo Eliseo,84.0
Campo Lindo,15.666666666666666
Campo Marin,12.0
Campo Maseri,29.5
Campo Viejo,26.09090909090909
Campo al Mare,40.857142857142854
Campo alla Sughera,37.4
Campo della Maestà,34.333333333333336
Campo di Sasso,30.333333333333332
Campogiovanni,61.57142857142857
Campolargo,29.725490196078432
Campomaggio,34.5
Campos Góticos,35.75
Campos Reales,11.333333333333334
Campos de Luz,15.8
Campos de Risca,15.0
Campos de Sueños,15.0
Campos de Viento,17.0
Campovida,36.25
Camps d'Estels,31.0
Campus Oaks,17.6
Can Blau,38.77777777777778
Cana,25.0
Cana's Feast,38.142857142857146
Canaletto,13.666666666666666
Canalicchio Franco Pacenti,53.666666666666664
Canalicchio di Sopra,68.4
Canals Canals,35.5
Canard-Duchêne,74.43478260869566
Cancello del Barone,20.0
Candialle,27.0
Candido,18.0
Candoni,21.0
Candor,35.333333333333336
Canella,30.642857142857142
Canevel,18.25
Canicattì,23.333333333333332
Canihan,40.0
Canneta,37.375
Canneto,33.857142857142854
Cannonball,15.428571428571429
Canoas,7.0
Canoe Ridge,25.383333333333333
Canonbah Bridge,45.0
Canonica a Cerreto,38.0
Cantaburros,12.0
Cantagallo,20.666666666666668
Cantalici L'Antica Fornace di Ridolfo,31.555555555555557
Cantara,29.0
Cantarranas,16.25
Cantarutti,27.666666666666668
Cantele,22.083333333333332
Canterbury House,22.5
Canti,17.0
Cantina Altarocca,16.0
Cantina Bartolo Mascarello,100.5
Cantina Bergamasca,16.0
Cantina Cortaccia,25.428571428571427
Cantina Dei Monaci,27.333333333333332
Cantina Fratelli Pardi,41.111111111111114
Cantina Le Grotte,16.0
Cantina Ma.Ri.Ca.,16.5
Cantina Massara Burlotto,46.0
Cantina Negrar,21.0
Cantina Novelli,31.4
Cantina Offida,17.0
Cantina Pedres,24.0
Cantina Produttori Bolzano,26.4
Cantina Produttori Bolzano S. Maddalena/Gries,26.333333333333332
Cantina Produttori Cortaccia,22.0
Cantina Produttori San Michele Appiano,29.795454545454547
Cantina Progettidivini,27.5
Cantina San Martino,28.0
Cantina Santa Maddalena,43.5
Cantina Santadi,30.0
Cantina Sociale Cooperativa di Copertino,30.0
Cantina Sociale della Valpantena,28.857142857142858
Cantina Sociale di Dolianova,20.0
Cantina Terlano,33.68
Cantina Terre del Barolo,23.666666666666668
Cantina Tollo,27.2
Cantina Tomaso Gianolio,43.0
Cantina Tramin,26.0
Cantina Tudernum,34.6
Cantina Valle Isarco,20.9
Cantina Valle Tritana,18.5
Cantina Vallebelbo,12.0
Cantina Valpolicella Negrar,28.5
Cantina Zaccagnini,21.333333333333332
Cantina dei Produttori Nebbiolo di Carema,37.0
Cantina del Castello,22.4
Cantina del Giusto,30.0
Cantina del Nebbiolo,30.272727272727273
Cantina del Pino,46.94444444444444
Cantina del Taburno,24.0
Cantina della Volta,25.0
Cantina di Bertiolo,14.0
Cantina di Gambellara,12.0
Cantina di Montalcino,50.5
Cantina di Monteforte,28.25
Cantina di Puianello,14.333333333333334
Cantina di Soave,17.4
Cantina di Sorbara,23.666666666666668
Cantina di Venosa,20.0
